idx,sentence,label
3162,"Once weekly, high dose 
stereotactic body radiotherapy for lung cancer:",NSCLC
2905,"Survival of patients with unsuspected N2 
(stage IIIA) nonsmall cell lung cancer.",NSCLC
311,nn Principles of Molecular and Biomarker Analysis (NSCLH).,NSCLC
790,"Radiofrequency ablation of stage IA nonsmall cell 
lung cancer in medically inoperable patients: Results from the American College of Surgeons 
Oncology Group Z4033 (Alliance) trial.",NSCLC
4822,"Randomised phase III 
trial of carboplatin plus etoposide vs split doses of cisplatin plus etoposide 
in elderly or poor risk patients with extensive disease small cell lung 
cancer: JCOG 9702.",SCLC
3393,"Concurrent cisplatin, 
etoposide, and chest radiotherapy in pathologic stage IIIB non",NSCLC
2421,"Arch Pathol Lab Med 
2013;137:668 684.",NSCLC
906,"Any method that interrogates sequences other than a subset of highly specific alterations (eg, NGS) has the potential to identify variants 
of uncertain significance (VUS).",NSCLC
1170,"Firstline nivolumab plus ipilimumab combined with two cycles of 
chemotherapy in patients with nonsmallcell lung cancer (CheckMate 9LA): an international, randomised, 
openlabel, phase 3 trial.",NSCLC
891,"Therefore, bronchoscopists and interventional 
radiologists should procure sufficient tissue to enable all appropriate testing.",NSCLC
3605,"Next Generation Sequencing: A 
Novel Approach to Distinguish Multifocal Primary Lung Adenocarcinomas 
from Intrapulmonary Metastases.",NSCLC
4482,"The Panel recommends 
systemic cytotoxic chemotherapy using SCLC Guidelines  due to lack of 
data for transformed SCLC .",SCLC
1099,"Repotrectinib in patients with NTRK fusionpositive 
advanced solid tumors, including nonsmall cell lung cancer: update from the phase 1/2 
TRIDENT1 trial.",NSCLC
3525,"Anti vascular endothelial 
growth factor monoclonals in non small cell lung cancer.",NSCLC
1093,"Dabrafenib plus trametinib in patients with previously untreated 
BRAF(V600E)mutant metastatic nonsmallcell lung cancer: an openlabel, phase 2 
trial.",NSCLC
4949,"Phase III study of oral 
compared with intravenous topotecan as second line therapy in small cell 
lung cancer.",SCLC
2123,"Crizotinib is approved for the treatment of adults 
with ROS1 positive and ALK positive metastatic NSCLC.1060 Crizotinib is 
effective for patients with ROS1  rearrangements with response rates of 
about 70% to 80% including complete responses.190,344,349,1083,1084 A 
phase 2 single arm trial assessed crizotinib in 127 East Asian patients 
with ROS1 positive advanced NSCLC who had received 3 or fewer lines 
of systemic therapy.",NSCLC
332,yy Beware of flare phenomenon in subset of patients who discontinue TKI.,NSCLC
1818,"For patients with 
immune mediated adverse events, intravenous high dose corticosteroids  
should be administered based on the severity of the reaction.",NSCLC
1289,"The diagnostic 
strategy needs to be decided in a multidisciplinary setting.",NSCLC
1864,"The panel  assessed studies that 
examined the sensitivity and specificity of chest CT scans for mediastinal 
lymph node staging.",NSCLC
3544,Mediastinal staging of nonsmall cell lung cancer with positron emission tomography.,NSCLC
936,"The most common fusion partner seen with ALK is echinoderm microtubuleassociated proteinlike 4 (EML4), although a variety of other 
fusion partners have been identified.",NSCLC
188,"A preferred frailty assessment 
system has not been established.",NSCLC
3248,"Phase III trial of prophylactic cranial 
irradiation compared with observation in patients with locally advanced 
nonsmall cell lung cancer: neurocognitive and quality oflife analysis.",NSCLC
1525,"In patients with 
completely resected NSCLC, adjuvant (postoperative) chemotherapy has 
been shown to improve survival in patients with early stage disease.689 692",NSCLC
1925,"In patients with effusions that are positive for malignancy, the 
tumor is defined as M1a and is treated with local therapy (ie, ambulatory small catheter drainage, pleurodesis, and pericardial window) in addition to treatment as for stage IV disease.",NSCLC
4255,"Int J Radiat Oncol 
Biol Phys 2011;81:7784.",SCLC
239,"w MRI with contrast of spine + thoracic inlet for superior sulcus lesions abutting the spine, subclavian vessels, or brachial plexus.",NSCLC
2554,"Targeted Therapy for Patients 
with BRAF Mutant Lung Cancer: Results from the European EURAF 
Cohort.",NSCLC
951,"Targeted realtime PCR assays are utilized in some settings, although they are unlikely to detect 
fusions with novel partners.",NSCLC
1057,"i If pembrolizumab monotherapy given.j If pembrolizumab/carboplatin/pemetrexed or pembrolizumab/cisplatin/pemetrexed 
given.
k",NSCLC
4049,"Concurrent oncedaily versus twice
daily chemoradiotherapy in patients with limited stage smallcell lung cancer 
(CONVERT): an openlabel, phase 3, randomised, superiority trial.",SCLC
3696,Complementary Roles for Tissue  and Blood,NSCLC
1349,"Resources are available to 
assess whether the HER2  mutations are oncogenic or likely to be 
oncogenic (see oncoKB.org ).174",NSCLC
1737,"Nivolumab plus ipilimumab 
is recommended for patients with metastatic NSCLC, regardless of PD L1 
levels or  histology , negative test results for actionable driver mutations (ie, 
ALK, BRAF p.V600E,  EGFR , MET ex14 skipping,  NTRK1/2/3, RET, 
ROS1), and no contraindications to immunotherapy.",NSCLC
4885,"Randomized phase II 
study of bevacizumab in combination with chemotherapy in previously 
untreated extensive stage small cell lung cancer: results from the SALUTE 
trial.",SCLC
782,"Like surgery, pneumothorax may occur after IGTA, particularly if multiple lesions are treated in a single session.",NSCLC
3676,Am Rev Respir Dis 1988;138:1382 1385.,NSCLC
4933,"Antitumor activity of 
lurbinectedin in second line small cell lung cancer patients who are 
candidates for re challenge with the first line treatment.",SCLC
3229,"Int J Radiat Oncol Biol Phys 2009;75:71 
75.",NSCLC
1084,"Ensartinib vs crizotinib for patients with anaplastic lymphoma kinase−
positive nonsmall cell lung cancer.",NSCLC
222,q Perioperative Systemic Therapy (NSCLE) .,NSCLC
1393,"Therefore, genetic counseling is 
recommended for patients if p.T790M  is identified before treatment.",NSCLC
923,"EGFR p.T790M is most commonly observed as a mutation that arises in response to and as a mechanism of resistance to first and 
secondgeneration EGFR TKI.",NSCLC
1113,"Telisotuzumab vedotin monotherapy in 
patients with previously treated cMet proteinoverexpressing advanced nonsquamous 
EGFRwildtype nonsmall cell lung cancer in the phase II LUMINOSITY Trial.",NSCLC
2092,"The median OS was not reached in either arm ; 
however, a post hoc analysis suggested a survival benefit for patients 
with intracranial metastasis (HR, 0.43; 95% CI, 0.21 0.89) .1068",NSCLC
4761,"Introduction to 2021 
WHO classification of thoracic tumors.",SCLC
2894,"A meta analysis of 
unmatched and matched patients comparing video assisted thoracoscopic 
lobectomy and conventional open lobectomy.",NSCLC
2601,Brigatinib versus Crizotinib in ALK Positive Non Small Cell Lung Cancer.,NSCLC
1709,"The response rate was 39% (95% CI, 34% 45%) for those receiving 
cemiplimab versus 20% (95% CI, 16% 26%) for chemotherapy.",NSCLC
4831,J Clin Oncol 20 02;20:4665 4672.,SCLC
3743,"Drosten M, Barbacid M. Targeting the MAPK Pathway in KRAS 
Driven Tumors.",NSCLC
2646,"Structural, biochemical, and clinical 
characterization of epidermal growth factor receptor (EGFR)",NSCLC
4242,"Surveillance for all patients consists of:
 CT Chest +/ abdomen/pelvis 
 Brain MRI (preferred) or brain CT
 Imaging for known metastases (eg, CT neck or MRI spine) should be repeated for followup.",SCLC
4525,"In a 
subset analysis of th is trial, lurbinectedin was assessed as second line 
therapy in 20 patients with SCLC who had received plat inum/etoposide 
more than 6 months ago.198 The overall response rate with lurbinectedin 
was 60% (95% CI, 36.1% 86.9%).",SCLC
3114,"Prospective study of palliative 
hypofractionated radiotherapy (8.5 Gy x 2) for patients with symptomatic 
nonsmall cell lung cancer.",NSCLC
3055,"Int J Radiat Oncol Biol Phys 
2006;65:1106 1111.",NSCLC
1898,"When a lung metastasis is present, it usually occurs in a patient with other systemic metastases; the prognosis is poor.",NSCLC
4661,"Thus, PCI is not recommended for patients with poor PS (3 4) or impaired 
neurocognitive function.97,296 PCI has also been associated with chronic 
neurotoxicity  in patients who are a ged ≥60 years .184,186",SCLC
1941,"The two 
earlier phase 3 studies had a small number of patients, while the SWOG study was stopped early because of the positive results of the IALT study.",NSCLC
4749,"The spectrum of 
immunohistochemical staining of small cell lung carcinoma in specimens 
from transbronchial and open lung biopsies.",SCLC
2338,"CA 
Cancer J Clin 2022;72:7 33.",NSCLC
3762,"Efficacy and safety of first 
line lorlatinib versus crizotinib in patients with advanced, ALK positive non
small cell lung cancer: updated analysis of data from the phase 3, 
randomised, open label CROWN study.",NSCLC
3398,"Vokes EE, Senan S, Treat JA, Iscoe NA.",NSCLC
3559,"De Wever W, Stroobants S, Coolen J, Verschakelen JA.",NSCLC
513,"Segmentectomy versus lobectomy in small
sized peripheral nonsmallcell lung cancer (JCOG0802/WJOG4607L): A 
multicentre, openlabel, phase 3, randomised, controlled, noninferiority trial 
Lancet 2022;399:16071617.",NSCLC
3338,"Adjuvant 
paclitaxel plus carboplatin compared with observation in stage IB non 
small cell lung cancer: CALGB 9633 with the Cancer and Leukemia Group 
B, Radiation Therapy Oncology Group, and North Central Cancer 
Treatment Group Study Groups.",NSCLC
2274,SEER*Explorer: An interactive website for SEER cancer statistics,NSCLC
2577,"KRAS mutation: should we test for it, 
and does it matter?",NSCLC
1161,"x Pembrolizumab is approved for patients with NSCLC tumors with PDL1 expression levels 
≥1%, as determined by an FDAapproved test.",NSCLC
907,"Any variant classified as a VUS, even if in a gene in which other variants are clinically actionable, should 
not be considered as a basis for targeted therapy selection.",NSCLC
1681,"842,843 Atezolizumab monotherapy is recommended as a first line therapy 
option for patients with metastatic NSCLC, PD L1 levels of 50% or more, 
and negative test results for actionable driver mutations , regardless of 
histology; maintenance therapy with atezolizumab is also recommended in 
this setting.",NSCLC
2966,"Survival outcomes after 
radiation therapy for stage III non small cell lung cancer after adoption of 
computed tomography based simulation.",NSCLC
1072,"Osimertinib or platinum pemetrexed in EGFR T790M positive lung 
cancer.",NSCLC
844,"Phase II study of carboplatin and gemcitabine as adjuvant chemotherapy in patients with completely resected nonsmall cell 
lung cancer: a report from the Central Japan Lung Study Group, CJLSG 0503 trial.",NSCLC
3668,J Thorac Cardiovasc Surg 2014;147:30 33.,NSCLC
1762,"Fewer grade 3 to 4 adverse events 
were reported with nivolumab (7%) compared with docetaxel (55%).",NSCLC
1137,"Bevacizumab should not be given as a single agent, unless as maintenance if initially used with 
chemotherapy.",NSCLC
2083,"Response rates were 82.9% in the alectinib group versus 75.5 % in the 
crizotinib group ( P = .09).",NSCLC
2892,"Systematic review 
and meta analysis of randomized and nonrandomized trials on safety and 
efficacy of video assisted thoracic surgery lobectomy for early stage non
small cell lung cancer.",NSCLC
4455,"Additional  chemotherapy combination  regimens  evaluated in 
patients with extensive stage SCLC  show  inconsistent evidence of benefit 
compared with  etoposide/cisplatin.",SCLC
911,"Specimen Selection
Testing platforms using tissue and peripheral blood are available.",NSCLC
1255,"The 
search results were narrowed by selecting studies in humans published in 
English.",NSCLC
4002,"Patients most likely to benefit from surgery are those with SCLC that is clinical stage IIIA  (T12,N0,M0) after standard staging evaluation 
(including CT of the chest and upper abdomen, brain imaging, and FDGPET/CT imaging).1,2 
Prior to resection, all patients should undergo mediastinoscopy or other surgical mediastinal staging to rule out occult nodal disease.",SCLC
3682,"Stereotactic body radiation therapy for patients with lung cancer previously treated with thoracic 
radiation.",NSCLC
2835,"Recurrence and survival outcomes after anatomic segmentectomy versus lobectomy for 
clinical stage I non small cell lung cancer: a propensity matched analysis.",NSCLC
3704,"Negrao MV, Skoulidis F, Montesion M, et al. Oncogene specific 
differences in tumor mutational burden, PD L1 expression, and outcomes 
from immunotherapy in non small cell lung cancer.",NSCLC
2257,"Grade 3 or 
greater adverse events were reported in 41% of patients receiving 
combination therapy and 32% of single agent albumin bound paclitaxel .",NSCLC
1910,"The panel 
added the following caveats: lesions at low risk of becoming symptomatic can be observed, such as small subsolid nodules with slow growth.",NSCLC
387,"sss For oncogenic or likely oncogenic HER2 mutations, refer to definitions at oncokb.org .",NSCLC
533,"Salvage lung resection after 
definitive radiation (>59 Gy) for nonsmall cell lung cancer: surgical and oncologic 
outcomes.",NSCLC
256,q Perioperative Systemic Therapy (NSCLE) .MEDIASTINAL,NSCLC
4027,Planned cycle length should be every 2128 days during concurrent RT.,SCLC
1311,"Molecular testing is 
recommended if any adenocarcinoma component is present in a biopsy 
specimen that is otherwise squamous .",NSCLC
2251,"Platinum based doublet therapy is 
recommended (eg, carboplatin  plus paclitaxel) as subsequent systemic  
therapy options for patients with metastatic NSCLC",NSCLC
3415,"Phase III study by the Norwegian lung cancer study group: pemetrexed plus carboplatin 
compared with gemcitabine plus carboplatin as first line chemotherapy in 
advanced non small cell lung cancer.",NSCLC
3197,"Thoracic re 
irradiation using stereotactic body radiotherapy (SBRT) techniques as first 
or second course of treatment.",NSCLC
912,Testing using tissue sample requires acquisition of a suitable sample.,NSCLC
4840,"Liu SV, Reck M, Mansfield AS, et al. Updated overall survival and 
PDL1 subgroup analysis of patients with extensive stage small cell lung 
cancer treated with atezolizumab, carboplatin, and etoposide 
(IMpower133).",SCLC
4355,"However, the TNM system is useful for 
selecting patients with T12, N0 disease who are eligible for surgery and 
RT.71",SCLC
1309,"Further details are provided in the 
algorithm.",NSCLC
2633,"Response to erlotinib in patients with EGFR mutant advanced non small cell lung cancers with a 
squamous or squamous like component.",NSCLC
997,"Tcells express PD1, a negative regulator, which binds to ligands including PDL1 (CD274) or PDL2 (CD273).",NSCLC
4657,"In 
this trial, patients were required to have an MRI to confirm that they did not 
have brain metastases prior to PCI, and the PCI regimen was 
standardized at 25 Gy in 10 fractions.",SCLC
3591,Eur J Cardiothorac Surg 2008;33:480 484.,NSCLC
1383,"If combination therapy 
with dabrafenib plus trametinib is not tolerated, single agent therapy with 
dabrafenib or vemurafenib are treatment options; therefore, these agents 
are categorized as “useful in certain circumstances .”188,189,243 
Chemotherapy regimens used for initial systemic therapy (eg, carboplatin 
plus paclitaxel)  are also “useful in certain circumstances.”",NSCLC
5062,"Slotman BJ, Senan S. Radiotherapy in small cell lung cancer: 
lessons learned and future directions.",SCLC
2890,"Eur J 
Cardiothorac Surg 2014;45:633 639.",NSCLC
719,"Radiat Oncol 2009;4:511.
73 Rosenzweig KE, et al.  Involvedfield radiation therapy for inoperable non smallcell lung 
cancer.",NSCLC
4553,"Fewer grade 3 4 adverse events occurred in 
patients receiving nivolumab compared with chemotherapy (14% vs. 73%, 
respectively).",SCLC
3757,J Adv Pract Oncol 2018;9:94 101.,NSCLC
4470,"A phase 3 rando mized trial in 
patients with extensive stage SCLC  reported that the addition of 
ipilimumab to etoposide with either cisplatin or carboplatin as first line 
therapy did not improve either overall survival or PFS compared with 
chemotherapy alone .156",SCLC
2771,"Brahmer JR, Hammers H, Lipson EJ.",NSCLC
3142,"Stereotactic Body Radiation 
Therapy For T1N0M0 Non small Cell Lung Cancer:",NSCLC
2007,"The number of grade 3 AEs was higher 
with osimertinib plus chemotherapy than with osimertinib monotherapy 
and was primarily driven by known chemotherapy related AEs.",NSCLC
2628,"Mazieres J, Cropet C, Montane L, et al. Vemurafenib in non small 
cell lung cancer patients with BRAF(V600) and BRAF(nonV600) 
mutations.",NSCLC
4035,f Included patients with asymptomatic untreated brain metastases.,SCLC
3356,"Gu R, Shi Z, Duan T, Song M. Feasibility and Safety of Neoadjuvant 
Alectinib in Pulmonary Invasive Mucinous Adenocarcinoma with ALK 
Rearrangement: Case Report and Literature Review.",NSCLC
3244,"Regression after whole
brain radiation therapy for brain metastases correlates with survival and 
improved neurocognitive function.",NSCLC
2740,"Tsuta K, Kohno T, Yoshida A, et al. RET rearranged non small cell 
lung carcinoma: a clinicopathological and molecular analysis.",NSCLC
4701,"Treatment of small 
cell lung cancer: Diagnosis and management of lung cancer, 3rd ed: 
American College of Chest Physicians evidence based clinical practice 
guidelines.",SCLC
3279,"Survival benefit of neoadjuvant 
chemotherapy in non small cell lung cancer: an updated meta analysis of 
13 randomized control trials.",NSCLC
368,"If 
disease flare occurs, restart TKI.",NSCLC
3830,"Journal of 
Clinical Oncology 2020;38:9504 9504.",NSCLC
181,Patients with lung cancer with an associated pleural effusion should undergo thoracentesis and cytology.,NSCLC
81,"Unmodified Sanger sequencing is not appropriate for detection 
of mutations in tumor samples with less than 25% to 30% tumor after enrichment and is not appropriate for assays in which identification of subclonal 
events (eg, resistance mutations) is important.",NSCLC
2243,"Generally, patients with metastatic NSCLC receive 
4 cycles of initial systemic chemotherapy (eg, carboplatin  plus 
pemetrexed plus pembrolizumab for nonsquamous NSCLC) before 
starting maintenance therapy.",NSCLC
4964,"Pembrolizumab after 
two or more lines of previous therapy in patients with recurrent or 
metastatic SCLC: Results from the KEYNOTE 028 and KEYNOTE 158 
studies.",SCLC
1176,"Weekly nabpaclitaxel in combination with carboplatin 
versus solventbased paclitaxel plus carboplatin as firstline therapy in patients with advanced nonsmall 
cell lung cancer: final results of a phase III trial.",NSCLC
3796,"Phase II, open label study of 
encorafenib plus binimetinib in patients with BRAF(V600) mutant metastatic non small cell lung cancer.",NSCLC
96,"Reference 2 updated: Le X, PazAres LG, Van Meerbeeck J, et al.",NSCLC
2282,"J Natl 
Compr Canc Netw 2012;10:292 295.",NSCLC
4527,"After 1 year, 60.9% of 
patients were alive  and after 2 years, 27.1% were alive.",SCLC
2620,"Small Cell Lung Cancer: A Retrospective Multi 
Institutional Analysis.",NSCLC
800,"See  
Principles of Molecular and Biomarker Analysis (NSCLH).",NSCLC
381,"For PS 04.
qqq Singleagent vemurafenib or dabrafenib are treatment options if the combination of dabrafenib + trametinib is not tolerated.",NSCLC
3838,"Cisplatin and 
carboplatin based chemotherapy in the first line treatment of non small 
cell lung cancer:",NSCLC
413,"Adenocarcinoma in situ (AIS; formerly BAC): A small (≤3 cm) localized nodule with lepidic growth, mostly nonmucinous, although 
mucinous types can occur.",NSCLC
1980,"Evidence suggests that c oncurrent testing 
can improve time to test results and should be considered depending on 
the clinical situation.197,1012 1017 Negative results ( defined as the  absence 
of a definitive  driver mutation) by one method suggest that a 
complementary method  may be used .",NSCLC
2647,"exon 20 
insertion mutations in lung cancer.",NSCLC
4615,"Overall survival was 
39.3 months in the high dose group versus  33.6 months in the 
standard dose group ( P = .137).",SCLC
1800,"A pooled analysis of three 
randomized trials (ie, KEYNOTE 189, KEYNOTE 407, KEYNOTE 021) in 
patients with metastatic NSCLC and PD L1 levels less than 1% showed 
that overall survival was improved in those receiving pembrolizumab plus 
chemotherapy versus chemotherapy alone (HR, 0.63; 95% CI, 0.50
0.79).872",NSCLC
2463,"Utility of rapid on site 
evaluation of transbronchial needle aspirates.",NSCLC
4600,"Median overall survival was 23 
versus  19 months ( P = .04), and 5 year survival rates were 26% versus  
16% in the accelerated  and conventional  RT arms, respectively.250 A 
higher incidence of grade 3 4 esophagitis was seen with the accelerated 
regimen compared with  the conventional  regimen.250 A significant criticism 
of this trial  is that the 45 Gy conventional  regimen provid ed suboptimal dose intensity compared to modern conventionally fractionated regimens 
using higher total doses .",SCLC
1444,"The surgical procedure used depends on the extent of disease and on the 
cardiopulmonary reserve of the patient.",NSCLC
4386,"Age <70 years, normal LDH, and 
stage I disease are associated with favorable prognosis in patients with 
limited stage SCLC .",SCLC
4009,"Patients who undergo complete resection should be treated with postoperative systemic therapy.8 Patients without nodal metastases 
should be treated with systemic therapy alone.",SCLC
2812,"Definition and assessment 
of high risk in patients considered for lobectomy for stage I non small cell 
lung cancer: The American Association for Thoracic Surgery expert panel consensus document.",NSCLC
2249,"Note that traditional RECIST 
response criteria (1.1) are used to assess response for most types of 
systemic therapy, but different response criteria may be useful for 
assessing response in patients receiving PD 1 or PD L1 
inhibitors .263,1135,1137,1150",NSCLC
4182,"J Clin Oncol 1998;16:35283536.
25 Miller KL, Marks LB, Sibley GS, et al.",SCLC
1889,"Surgical resection is the preferred treatment option for patients with 
tumors of the chest wall, proximal airway, or mediastinum (T3 4,N0 1).",NSCLC
4450,"The 1year overall survival rate was 
52.8% for the durvalumab regimen versus  39.3% for chemotherapy alone.",SCLC
4090,"Singleagent gemcitabine in 
patients with resistant smallcell lung cancer.",SCLC
948,"Testing Methodologies: FISH breakapart probe methodology can be deployed; however, it may underdetect the FIGROS1 variant.",NSCLC
5036,"Role of stereotactic body radiation 
therapy in early stage small cell lung cancer in the era of lung cancer 
screening: A systematic review.",SCLC
2254,"For patients with all histologic subtypes and PS of 0 to 2 , but 
without these genetic variants , who have disease progression during or 
after firstline platinum based combination therapy, recommended 
subsequent systemic therapy options include single agent ICIs  or 
chemotherapy.",NSCLC
2415,"The revised lung adenocarcinoma 
classification an imaging guide.",NSCLC
2473,"New pathologic classification of 
lung cancer: relevance for clinical practice and clinical trials.",NSCLC
4203,"Prophylactic Cranial 
Irradiation Overview Collaborative Group.",SCLC
840,"Cisplatinbased adjuvant chemotherapy in patients with 
completely resected nonsmall cell lung cancer.",NSCLC
3332,"Petrelli F, Barni S. Non cancer related mortality after cisplatin based 
adjuvant chemotherapy for non small cell lung cancer: a study level meta 
analysis of 16 randomized trials.",NSCLC
2044,"and NSCL 23 and the subsequent therapy treatment 
recommendations for advanced or  metastatic NSCLC with EGFR exon 
19 deletion or exon 21 L858R  detailed above.",NSCLC
3467,"Efficacy and Safety of 
the Biosimilar ABP 215 Compared with Bevacizumab in Patients with 
Advanced Nonsquamous Non small Cell Lung Cancer (MAPLE): A 
Randomized, Double blind, Phase III Study.",NSCLC
4401,"Chemoradiation is the 
preferred alternative over any resection requiring pneumonectomy.",SCLC
132,LDCT is preferred unless there is a reason for contrast enhancement for better diagnostic resolution.,NSCLC
1421,"Although entrectinib has better central nervous system 
(CNS ) penetration than crizotinib, it is more toxic.",NSCLC
3620,Thoracoscopy in the staging of thoracic malignancies.,NSCLC
2531,"N Engl J Med 2020;383:944 
957.",NSCLC
4962,"Comparative effectiveness of 
nivolumab versus standard of care for third line patients with small cell 
lung cancer.",SCLC
4906,"Five day oral etoposide 
treatment for advanced small cell lung cancer: randomized comparison 
with intravenous chemotherapy.",SCLC
1006,"Although PDL1 expression can be elevated in patients with an oncogenic driver, targeted therapy for certain oncogenic drivers should 
take precedence over treatment with an immune checkpoint inhibitor.",NSCLC
5040,"Verma V, Simone CB, 2nd, Allen PK, Lin SH.",SCLC
1007,"Studies to explore tumor relatedness by testing tissue from separately sampled lesions using a broad gene coverage NGS approach 
suggest it may be superior to histopathologic assessment.",NSCLC
845,Pemetrexed plus carboplatin as adjuvant chemotherapy in patients with curative resected nonsquamous nonsmall cell lung cancer.,NSCLC
3636,"Simone CB, 2nd, Burri SH, Heinzerling JH.",NSCLC
2149,"For 
patients with CNS progression, entrectinib (if previously treated with 
crizotinib or ceritinib), repotrectinib (if previously treated with crizotinib, ceritinib, or entrectinib), or lorlatinib are recommended options.",NSCLC
2078,"Subsequent trials have compared 
newer agents to crizotinib.",NSCLC
1302,"Other lung diseases also 
need to be ruled out, such as  tuberculosis, sarcoidosis , and 
coccidioidomycosis .131 133 Lobectomy or pneumonectomy specimens are 
evaluated intraoperatively to determine the surgical resection margin 
status, diagnose incidental nodules discovered at the time of surgery, or 
evaluate the regional lymph nodes.",NSCLC
2453,"Best Practices 
Recommendations for Diagnostic Immunohistochemistry in Lung Cancer.",NSCLC
842,"Adjuvant paclitaxel plus carboplatin compared with observation in stage IB nonsmall cell lung cancer: CALGB 9633 
with the Cancer and Leukemia Group B, Radiation Therapy Oncology Group, and North Central Cancer Treatment Group Study Groups.",NSCLC
1517,"A randomized trial assessed cognitive 
function in 213 patients with 1 to 3 brain metastases who received SRS 
alone versus SRS with whole brain RT; most patients had lung cancer.236",NSCLC
1174,"Pointbreak: a randomized phase III study of pemetrexed plus 
carboplatin and bevacizumab followed by maintenance pemetrexed and bevacizumab versus paclitaxel 
plus carboplatin and bevacizumab followed by maintenance bevacizumab in patients with stage IIIB or IV 
nonsquamous nonsmall cell lung cancer.",NSCLC
3750,"Prescribing information: crizotinib capsules or oral pellets, for oral 
use.",NSCLC
2423,Screening for lung cancer with low dose computed tomography: a review of current status.,NSCLC
3373,"Dillman RO, Seagren SL, Herndon J, al.",NSCLC
358,"NSCL25EGFR EXON 20 INSERTION MUTATIONnn
FIRSTLINE THERAPYiiiSUBSEQUENT",NSCLC
856,"d For eligible patients, durvalumab may be used after noted concurrent chemotherapy/RT regimens.",NSCLC
490,Patients with a single lymph nod e,NSCLC
2618,"Clinicopathologic 
features of non small cell lung cancer with EML4 ALK fusion gene.",NSCLC
442,"IHC should be used to differentiate primary lung adenocarcinoma from squamous cell carcinoma, large cell carcinoma, metastatic 
carcinoma, and primary pleural mesothelioma (particularly for pleural specimens).",NSCLC
989,"To date, no specific clinicopathologic features, other than absence of other driver alterations, have been identified in association with 
these fusions.",NSCLC
441,"Testing for nuclear protein in testis (NUT) e xpression by IHC should be considered in all poorly differentiated carcinomas that lack glandular 
differentiation or specific etiology, particularly in patients who do not smoke or in patients presenting at a young age, for consideration of a 
pulmonary NUT carcinoma.",NSCLC
4364,"The Panel recommend s integration of palliative care so that management 
of cancer related symptoms and goals of care are discussed  during initial 
evaluation.",SCLC
271,"However, if the lesion(s) show accelerating growth or 
increasing solid component or increasing FDG uptake, even while small, treatment should be considered.",NSCLC
4826,"Evans WK, Shepherd FA, Feld R, et al. VP 16 and cisplatin as first 
line therapy for small cell lung cancer.",SCLC
2204,"Among those with brain metastases at baseline, a higher proportion of patients in the selpercatinib group experienced an 
intracranial response compared with those in the control group (82% 
versus 58%).",NSCLC
3132,Int J Radiat Oncol Biol Phys 2010;76:326 332.,NSCLC
2718,"MET Exon 14 Mutations in Non Small Cell Lung Cancer Are Associated With Advanced Age and 
Stage",NSCLC
3943,"RT, response assessment is recommended only after completion of adjuvant therapy (SCL6).",SCLC
4480,"The 
Panel recommends considering referral to a center with expertise in 
managing transformed SCLC  with an oncogenic driver .",SCLC
2126,"Updated results from PROFILE 1001 reported an objective response rate of 72% with 
crizotinib including 6 confirmed complete responses in 53 patients with ROS1 positive advanced NSCLC.",NSCLC
981,Activating mutations in ERBB2  are associated with responsiveness to antiHER2 targeted therapy agents.,NSCLC
1885,"Preoperative concurrent chemoradiation followed by surgical 
resection of a superior sulcus tumor has shown 2 year survival in the 50% 
to 70% range.394,503,505,932 934",NSCLC
4130,"However, PCI may have a benefit in patients who are found to have pathologic 
stage IIB or III SCLC after complete resection.40,41 This issue is being evaluated in the ongoing NCI cooperative group trial SWOG S1827/MAVERICK 
(brain MRI surveillance ± PCI), which includes the population undergoing surgical resection ( https://clinicaltrials.gov/ct2/show/NCT04155034).",SCLC
303,"Broad molecular profiling is defined as molecular 
testing that identifies all biomarkers identified in NSCL20  in either a single assay 
or a combination of a limited number of assays, and optimally also identifies 
emerging biomarkers ( NSCLI).",NSCLC
4841,"Durvalumab plus platinum 
etoposide versus platinum etoposide in first line treatment of extensive 
stage small cell lung cancer (CASPIAN): a randomised, controlled, open 
label, phase 3 trial.",SCLC
4862,"Cisplatin plus etoposide 
with and without ifosfamide in extensive small cell lung cancer: a Hoosier 
Oncology Group study.",SCLC
3535,"J Thorac Cardiovasc Surg 2003;126:1900 
1905.",NSCLC
2014,"The most common 
grade 3 or higher AEs were neutropenia, thrombocytopenia, anemia, and 
leukopenia.",NSCLC
5075,"Palliative radiotherapy for bone 
metastases: an ASTRO evidence based guideline.",SCLC
3904,"SCLB 2 of 2
 References added
Wang Y, Jin Y, Shen X, et al. POU2F3: A sensitive and specific diagnostic marker for neuroendocrinelow/negative small cell lung cancer.",SCLC
2920,Induction chemotherapy does not increase the operative risk of pneumonectomy!,NSCLC
674,"Outcomes of riskadapted fractionated stereotactic radiotherapy for 
stage I nonsmallcell lung cancer.",NSCLC
3610,"Surgical treatment of synchronous 
multiple primary lung cancers: experience of 92 patients.",NSCLC
1731,"The median PFS for nivolumab plus 
ipilimumab was 7.2 months (95% CI, 5.5 13.2) compared with 5.5 months 
for chemotherapy alone (95% CI, 4.4 5.8) (HR for disease progression or 
death, 0.58; 97.5% CI, 0.41 0.81; P < .001).",NSCLC
1703,"Testing 
for PD L1 expression levels is not required for prescribing subsequent 
therapy with atezolizumab or nivolumab but may provide useful 
information.",NSCLC
2167,"The most common treatment related AEs 
were nausea, diarrhea, and fatigue.",NSCLC
