idx,sentence,label,processed_sentence
3699,Presented at the AACR Annual Meeting; Philadelphia.,NSCLC,present aacr annual meeting philadelphia
3700,"Liquid Biopsy Versus Tissue Biopsy to Determine Front Line Therapy in Metastatic Non Small Cell 
Lung Cancer (NSCLC).",NSCLC,liquid biopsy versus tissue biopsy determine line therapy metastatic non small cell lung cancer nsclc
3701,"Association Between 
Availability of Molecular Genotyping Results and Overall Survival in 
Patients With Advanced Nonsquamous Non Small Cell Lung Cancer.",NSCLC,association availability molecular genotyping result overall survival patients advanced nonsquamous non small cell lung cancer
3702,"a multi arm, phase Ib 
trial of osimertinib combined with selumetinib, savolitinib, or durvalumab in 
EGFR mutant lung cancer.",NSCLC,multi arm phase ib trial osimertinib combine selumetinib savolitinib durvalumab egfr mutant lung cancer
3703,Nivolumab Plus Erlotinib in Patients With EGFR Mutant Advanced NSCLC.,NSCLC,nivolumab plus erlotinib patients egfr mutant advanced nsclc
3704,"Negrao MV, Skoulidis F, Montesion M, et al. Oncogene specific 
differences in tumor mutational burden, PD L1 expression, and outcomes 
from immunotherapy in non small cell lung cancer.",NSCLC,negrao mv skoulidis f montesion m et al oncogene specific difference tumor mutational burden pd expression outcome immunotherapy non small cell lung cancer
3705,"Anti PD(L)1 for KRAS mutant 
advanced non small cell lung cancers: a meta analysis of randomized
controlled trials.",NSCLC,anti kras mutant advanced non small cell lung cancer meta analysis randomize control trial
3706,"Kim JH, Kim HS, Kim BJ.",NSCLC,kim jh kim hs kim bj
3707,"Prognostic value of KRAS mutation in 
advanced non",NSCLC,prognostic value kras mutation advanced non
3708,"small cell lung cancer treated with immune checkpoint 
inhibitors: A meta analysis and review.",NSCLC,small cell lung cancer treat immune checkpoint inhibitor meta analysis review
3709,"Reinersman JM, Johnson ML, Riely GJ, et al. Frequency of EGFR 
and KRAS mutations in lung adenocarcinomas in African Americans.",NSCLC,reinersman jm johnson ml riely gj et al frequency egfr kras mutation lung adenocarcinoma african americans
3710,"Cote ML, Haddad R, Edwards DJ, et al. Frequency and type of 
epidermal growth factor receptor mutations in African Americans with non
small cell lung cancer.",NSCLC,cote ml haddad r edwards dj et al frequency type epidermal growth factor receptor mutation african americans non small cell lung cancer
3711,"Clinical activity of afatinib in 
patients with advanced non small cell lung cancer harbouring uncommon 
EGFR mutations: a combined post hoc analysis of LUX Lung 2, LUX Lung 
3, and LUX Lung 6.",NSCLC,clinical activity afatinib patient advanced non small cell lung cancer harbour uncommon egfr mutation combined post hoc analysis lux lung lux lung lux lung
3712,"Advances in the management of 
nonsmall cell lung cancer harbouring EGFR exon 20 insertion mutations.",NSCLC,advance management nonsmall cell lung cancer harbour egfr exon insertion mutation
3713,"Prescribing information: osimertinib tablets, for oral use.",NSCLC,prescribing information osimertinib tablet oral use
3714,"Remon J, Steuer CE, Ramalingam SS, Felip E. Osimertinib and other third generation EGFR TKI in EGFR mutant NSCLC patients.",NSCLC,remon j steuer ce ramalingam ss felip osimertinib generation egfr tki egfr mutant nsclc patient
3715,"As First Line 
Treatment of EGFR Mutation",NSCLC,line treatment egfr mutation
3716,"Ramalingam SS, Reungwetwattana T, Chewaskulyong B, et al. 
Osimertinib versus standard ofcare EGFR TKI as first line treatment in 
patients with EGFRm advanced NSCLC:",NSCLC,ramalingam ss reungwetwattana t chewaskulyong b et al osimertinib versus standard ofcare egfr tki line treatment patient egfrm advanced nsclc
3717,Presented at the ESMO Congress; Madrid.,NSCLC,present esmo congress madrid
3718,Osimertinib with or without Chemotherapy in EGFR Mutated Advanced NSCLC.,NSCLC,osimertinib chemotherapy egfr mutated advanced nsclc
3719,"N Engl J Med 
2023;389:1935 1948.",NSCLC,n engl j med
3720,"Passaro A, Wang J, Wang Y, et al. Amivantamab plus 
chemotherapy with and without lazertinib in EGFR mutant advanced 
NSCLC after disease progression on osimertinib: primary results from the 
phase III MARIPOSA 2 study.",NSCLC,passaro wang j wang y et al amivantamab plus chemotherapy lazertinib egfr mutant advance nsclc disease progression osimertinib primary result phase iii mariposa study
3721,"Dacomitinib versus gefitinib as first 
line treatment for patients with EGFR mutation positive non small cell lung 
cancer (ARCHER 1050): a randomised, open label, phase 3 trial.",NSCLC,dacomitinib versus gefitinib line treatment patient egfr mutation positive non small cell lung cancer archer randomised open label phase trial
3722,"Nakagawa K, Garon EB, Seto T, et al. Ramucirumab plus erlotinib 
in patients with untreated, EGFR mutated, advanced non small cell lung 
cancer (RELAY): a randomised, double blind, placebo controlled, phase 3 
trial.",NSCLC,nakagawa k garon eb seto t et al ramucirumab plus erlotinib patient untreated egfr mutate advanced non small cell lung cancer relay randomised double blind placebo control phase trial
3723,"Kawashima Y, Fukuhara T, Saito H, et al. Bevacizumab plus erlotinib versus erlotinib alone in Japanese patients with advanced, 
metastatic, EGFR mutant non small cell lung cancer (NEJ026): overall 
survival analysis of an open label, randomised, multicentre, phase 3 trial.",NSCLC,kawashima y fukuhara t saito h et al bevacizumab plus erlotinib versus erlotinib japanese patient advanced metastatic egfr mutant non small cell lung cancer overall survival analysis open label randomise multicentre phase trial
3724,Prescribing information: erlotinib tablets for oral use.,NSCLC,prescribing information erlotinib tablet oral use
3725,Prescribing information: gefitinib tablets for oral use.,NSCLC,prescribing information gefitinib tablet oral use
3726,"Prescribing information: dacomitinib tablets, for oral use.",NSCLC,prescribing information dacomitinib tablet oral use
3727,"Targeted inhibition of VEGF receptor 2: an 
update on ramucirumab.",NSCLC,targeted inhibition vegf receptor update ramucirumab
3728,"Erlotinib plus bevacizumab 
versus erlotinib alone in patients with EGFR positive advanced non 
squamous non small cell lung cancer (NEJ026): interim analysis of an 
open label, randomised, multicentre, phase 3 trial.",NSCLC,erlotinib plus bevacizumab versus erlotinib patient egfr positive advanced non squamous non small cell lung cancer interim analysis open label randomise multicentre phase trial
3729,"Pemetrexed and platinum with 
or without pembrolizumab for tyrosine kinase inhibitor (TKI) resistant, 
EGFR mutant, metastatic nonsquamous NSCLC:",NSCLC,pemetrexed platinum pembrolizumab tyrosine kinase inhibitor tki resistant egfr mutant metastatic nonsquamous nsclc
3730,Journal of Clinical Oncology 2023;41:LBA9000 LBA9000.,NSCLC,journal clinical oncology
3731,"Nelson V, Ziehr J, Agulnik M, Johnson M. Afatinib: emerging next 
generation tyrosine kinase inhibitor for NSCLC.",NSCLC,nelson v ziehr j agulnik m johnson afatinib emerge generation tyrosine kinase inhibitor nsclc
3732,"Clinical activity of afatinib 
(BIBW 2992) in patients with lung adenocarcinoma with mutations in the 
kinase domain of HER2/neu.",NSCLC,clinical activity afatinib bibw patient lung adenocarcinoma mutation kinase domain neu
3733,"Prescribing information: afatinib tablets, for oral use.",NSCLC,prescribing information afatinib tablet oral use
3734,"Ji J, Aredo JV, Piper Vallillo A, et al. Osimertinib in NSCLC With 
Atypical EGFR Activating Mutations: A Retrospective Multicenter Study.",NSCLC,ji j aredo jv piper vallillo et al osimertinib nsclc atypical egfr activating mutations retrospective multicenter study
3735,"Mobocertinib Will No Longer Be Available in US for EGFR Exon 20 
Insertion+ NSCLC.",NSCLC,mobocertinib long available egfr exon nsclc
3736,"Available at: 
https://www.oncnursingnews.com/view/mobocertinib willnolonger be
available inusforegfrexon 20insertion nsclc .",NSCLC,available willnolonger available inusforegfrexon nsclc
3737,"Prescribing information: amivantamab vmjw injection, for 
intravenous use.",NSCLC,prescribing information amivantamab vmjw injection intravenous use
3738,"Zhou C, Tang KJ, Cho BC, et al. Amivantamab plus Chemotherapy 
in NSCLC with EGFR Exon 20 Insertions.",NSCLC,zhou c tang kj cho bc et al amivantamab plus chemotherapy nsclc egfr exon insertions
3739,"N Engl J Med 2023;389:2039 
2051.",NSCLC,n engl j med
3740,"Calles A, Riess JW, Brahmer JR. Checkpoint Blockade in Lung 
Cancer With Driver Mutation: Choose the Road Wisely.",NSCLC,calles riess jw brahmer jr checkpoint blockade lung cancer driver mutation choose road wisely
3741,"Am Soc Clin 
Oncol Educ Book 2020;40:372 384.",NSCLC,soc clin oncol educ book
3742,"Treatment Strategies for 
KRAS Mutated Non",NSCLC,treatment strategies kras mutated non
3743,"Drosten M, Barbacid M. Targeting the MAPK Pathway in KRAS 
Driven Tumors.",NSCLC,drosten m barbacid target mapk pathway kras driven tumors
3744,"Riely GJ, Kris MG, Rosenbaum D, et al. Frequency and distinctive 
spectrum of KRAS mutations in never smokers with lung adenocarcinoma.",NSCLC,riely gj kris mg rosenbaum d et al frequency distinctive spectrum kras mutation smoker lung adenocarcinoma
3745,"Prescribing information: adagrasib tablets, for oral use.",NSCLC,prescribing information adagrasib tablet oral use
3746,"Prescribing information: sotorasib tablets, for oral use.",NSCLC,prescribing information sotorasib tablet oral use
3747,"Diagnosis and Treatment of Anaplastic 
Lymphoma Kinase",NSCLC,diagnosis treatment anaplastic lymphoma kinase
3748,"Hematol Oncol 
Clin North Am 2017;31:101 111.",NSCLC,hematol oncol clin north
3749,"Shaw AT, Kim TM, Crino L, et al. Ceritinib versus chemotherapy in 
patients with ALK rearranged non small cell lung cancer previously given 
chemotherapy and crizotinib (ASCEND 5): a randomised, controlled, 
open label, phase 3 trial.",NSCLC,shaw kim tm crino l et al ceritinib versus chemotherapy patient alk rearrange non small cell lung cancer previously give chemotherapy crizotinib ascend randomise control open label phase trial
3750,"Prescribing information: crizotinib capsules or oral pellets, for oral 
use.",NSCLC,prescribing information crizotinib capsule oral pellet oral use
3751,"Prescribing information: ceritinib capsules or tablets, for oral use.",NSCLC,prescribing information ceritinib capsule tablet oral use
3752,"Clinical Activity of Alectinib in 
Advanced RET Rearranged Non Small Cell Lung Cancer.",NSCLC,clinical activity alectinib advanced ret rearranged non small cell lung cancer
3753,"Prescribing information: alectinib capsules, for oral use.",NSCLC,prescribing information alectinib capsule oral use
3754,"Alectinib versus crizotinib in 
patients with ALK positive non small cell lung cancer (J ALEX): an open
label, randomised phase 3 trial.",NSCLC,alectinib versus crizotinib patient alk positive non small cell lung cancer j alex open label randomise phase trial
3755,"Prescribing information: brigatinib capsules, for oral use.",NSCLC,prescribing information brigatinib capsule oral use
3756,"Beardslee T, Lawson J. Alectinib and Brigatinib: New Second
Generation ALK Inhibitors for the Treatment of Non Small Cell Lung 
Cancer.",NSCLC,beardslee t lawson alectinib brigatinib new second generation alk inhibitors treatment non small cell lung cancer
3757,J Adv Pract Oncol 2018;9:94 101.,NSCLC,j adv pract oncol
3758,"Brigatinib Versus Crizotinib in 
Advanced ALK Inhibitor Naive ALK Positive Non Small Cell Lung Cancer: 
Second Interim Analysis of the Phase III ALTA 1L Trial.",NSCLC,brigatinib versus crizotinib advanced alk inhibitor naive alk positive non small cell lung cancer second interim analysis phase iii alta trial
3759,"Brigatinib Versus Crizotinib in 
ALK Inhibitor Naive Advanced ALK Positive NSCLC: Final Results of 
Phase 3 ALTA 1L Trial.",NSCLC,brigatinib versus crizotinib alk inhibitor naive advanced alk positive nsclc final result phase alta trial
3760,"Prescribing information: lorlatinib tablets, for oral use.",NSCLC,prescribing information lorlatinib tablet oral use
3761,"Post hoc analysis of 
lorlatinib intracranial efficacy and safety in patients with ALK positive 
advanced non small cell lung cancer from the phase III CROWN study.",NSCLC,post hoc analysis lorlatinib intracranial efficacy safety patient alk positive advanced non small cell lung cancer phase iii crown study
3762,"Efficacy and safety of first 
line lorlatinib versus crizotinib in patients with advanced, ALK positive non
small cell lung cancer: updated analysis of data from the phase 3, 
randomised, open label CROWN study.",NSCLC,efficacy safety line lorlatinib versus crizotinib patient advanced alk positive non small cell lung cancer update analysis datum phase randomise open label crown study
3763,"Lancet Respir Med 2023;11:354 
366. Available at: https://www.ncbi.nlm.nih.gov/pubmed/36535300 . 
1072.",NSCLC,lancet respir med available
3764,"Solomon BJ, Besse B, Bauer TM, et al. Lorlatinib in patients with ALK positive non",NSCLC,solomon bj besse b bauer tm et al lorlatinib patient alk positive non
3765,"small cell lung cancer: results from a global phase 2 
study.",NSCLC,small cell lung cancer result global phase study
3766,"Besse B, Solomon BJ, Felip E, et al. Lorlatinib in patients (Pts) with previously treated ALK+ advanced non small cell lung cancer (NSCLC): 
Updated efficacy and safety",NSCLC,besse b solomon bj felip e et al lorlatinib patient pts previously treat advanced non small cell lung cancer nsclc update efficacy safety
3767,"ALK Resistance Mutations 
and Efficacy of Lorlatinib in Advanced Anaplastic Lymphoma Kinase
Positive Non Small Cell Lung Cancer.",NSCLC,alk resistance mutations efficacy lorlatinib advanced anaplastic lymphoma kinase positive non small cell lung cancer
3768,"Treatment with Next 
Generation ALK Inhibitors Fuels Plasma ALK Mutation Diversity.",NSCLC,treatment generation alk inhibitors fuels plasma alk mutation diversity
3769,"Gilteritinib overcomes lorlatinib 
resistance in ALK rearranged cancer.",NSCLC,gilteritinib overcome lorlatinib resistance alk rearrange cancer
3770,"Nat Commun 2021;12:1261. 
Available at: https://www.ncbi.nlm.nih.gov/pubmed/33627640.  
1077.",NSCLC,nat commun available
3771,"Novel targets in non small cell lung cancer: 
ROS1 and RET fusions.",NSCLC,novel target non small cell lung cancer ret fusion
3772,Crizotinib versus chemotherapy in advanced ALK positive lung cancer.,NSCLC,crizotinib versus chemotherapy advanced alk positive lung cancer
3773,"N Engl J Med 
2013;368:2385 2394.",NSCLC,n engl j med
3774,"Initial phase II results with crizotinib in advanced ALK positive non small cell lung cancer (NSCLC): PROFILE 
1005",NSCLC,initial phase ii result crizotinib advanced alk positive non small cell lung cancer nsclc profile
3775,J Clin Oncol 2011;29 (Suppl 15):Abstract 7514.,NSCLC,j clin oncol suppl
3776,"free survival 
(PFS) from a phase I study of crizotinib (PF 02341066) in patients with 
ALK positive non small cell lung cancer (NSCLC)",NSCLC,free survival pfs phase study crizotinib pf patient alk positive non small cell lung cancer nsclc
3777,"J Clin Oncol 
2011;29(Suppl 15):Abstract 2501.",NSCLC,j clin oncol
3778,"Crizotinib, a small molecule dual inhibitor of 
the c Met and ALK receptor tyrosine kinases.",NSCLC,crizotinib small molecule dual inhibitor c met alk receptor tyrosine kinase
3779,"Curr Opin Investig Drugs 
2010;11:1477 1490.",NSCLC,curr opin investig drug
3780,"Michels S, Massuti B, Schildhaus HU, et al. Safety and Efficacy of 
Crizotinib in Patients With Advanced or Metastatic ROS1 Rearranged 
Lung Cancer (EUCROSS): A European Phase II Clinical Trial.",NSCLC,michels s massuti b schildhaus hu et al safety efficacy crizotinib patients advanced metastatic rearranged lung cancer eucross european phase ii clinical trial
3781,"Phase II Study of Crizotinib in East Asian Patients With ROS1 Positive Advanced Non Small Cell Lung 
Cancer.",NSCLC,phase ii study crizotinib east asian patients positive advanced non small cell lung cancer
3782,"Entrectinib: an orally available, 
selective tyrosine kinase inhibitor for the treatment of NTRK, ROS1, and 
ALK fusion positive solid tumors.",NSCLC,entrectinib orally available selective tyrosine kinase inhibitor treatment ntrk alk fusion positive solid tumor
3783,"Ther Clin Risk Manag 2018;14:1247 
1252.",NSCLC,ther clin risk manag
3784,"Prescribing information: entrectinib capsules (for oral use) or oral 
pellets.",NSCLC,prescribing information entrectinib capsule oral use oral pellet
3785,"Doebele RC, Ahn M J, Siena S, et al. OA02.01: Efficacy and safety 
of entrectinib in locally advanced or metastatic ROS1 positive non small 
cell lung cancer (NSCLC)",NSCLC,doebele rc ahn m j siena s et al efficacy safety entrectinib locally advanced metastatic positive non small cell lung cancer nsclc
3786,Available at: https://www.jto.org/article/S1556 0864(18)31197 3/fulltext .,NSCLC,available fulltext
3787,Prescribing information: repotrectinib capsules for oral use.,NSCLC,prescribing information repotrectinib capsule oral use
3788,"Repotrectinib (TPX 0005) Is a Next 
Generation ROS1/TRK/ALK Inhibitor That Potently Inhibits 
ROS1/TRK/ALK Solvent  Front Mutations.",NSCLC,repotrectinib tpx generation trk alk inhibitor potently inhibits trk alk solvent mutations
3789,"Repotrectinib in ROS1 Fusion
Positive Non Small Cell Lung Cancer.",NSCLC,repotrectinib fusion positive non small cell lung cancer
3790,N Engl J Med 2024;390:118 131.,NSCLC,n engl j med
3791,"Gendarme S, Bylicki O, Chouaid C, Guisier F. ROS 1 Fusions in 
NonSmall Cell Lung Cancer: Evidence to Date.",NSCLC,gendarme s bylicki o chouaid c guisier ros fusions nonsmall cell lung cancer evidence date
3792,"Open Label, Multicenter, Phase II 
Study of Ceritinib in Patients With Non Small Cell Lung Cancer Harboring 
ROS1 Rearrangement.",NSCLC,open label multicenter phase ii study ceritinib patients non small cell lung cancer harboring rearrangement
3793,"Guo YJ, Pan WW, Liu SB, et al. ERK/MAPK signalling pathway and tumorigenesis.",NSCLC,guo yj pan ww liu sb et al erk mapk signal pathway tumorigenesis
3794,"Karoulia Z, Gavathiotis E, Poulikakos PI.",NSCLC,karoulia z gavathiotis e poulikakos pi
3795,New perspectives for targeting RAF kinase in human cancer.,NSCLC,new perspective target raf kinase human cancer
3796,"Phase II, open label study of 
encorafenib plus binimetinib in patients with BRAF(V600) mutant metastatic non small cell lung cancer.",NSCLC,phase ii open label study encorafenib plus binimetinib patient mutant metastatic non small cell lung cancer
3797,"Prescribing information: dabrafenib capsules (for oral use) or tablets 
(for oral suspension).",NSCLC,prescribing information dabrafenib capsule oral use tablet oral suspension
3798,"Prescribing information: encorafenib capsules, for oral use.",NSCLC,prescribing information encorafenib capsule oral use
3799,"Dabrafenib plus trametinib 
in patients with previously untreated BRAF(V600E)",NSCLC,dabrafenib plus trametinib patient previously untreated
3800,"metastatic non 
small cell lung cancer: an open label, phase 2 trial.",NSCLC,metastatic non small cell lung cancer open label phase trial
3801,"Programmed Death Ligand 1 Expression, Tumor Mutational 
Burden, Microsatellite Instability Status, and Response to Immune Check 
Point Inhibitors.",NSCLC,program death ligand expression tumor mutational burden microsatellite instability status response immune check point inhibitor
3802,Drilon A. TRK inhibitors in TRK fusion positive cancers.,NSCLC,drilon trk inhibitor trk fusion positive cancer
3803,"Prescribing information: larotrectinib capsules (for oral use) or oral 
solution.",NSCLC,prescribing information larotrectinib capsule oral use oral solution
3804,"Cho BC CC H, Massarelli E, Buchschacher GL Updated efficacy 
and safety of entrectinib in patients (pts) with locally advanced/metastatic 
NTRK fusion positive (fp) non small cell lung cancer (NSCLC).",NSCLC,cho bc cc h massarelli e buchschacher gl update efficacy safety entrectinib patient pt locally advance metastatic ntrk fusion positive fp non small cell lung cancer nsclc
3805,"Efficacy and Safety of 
Larotrectinib in Patients With Tropomyosin Receptor Kinase Fusion
Positive Lung Cancers.",NSCLC,efficacy safety larotrectinib patients tropomyosin receptor kinase fusion positive lung cancers
3806,"Prescribing information: capmatinib tablets, for oral use.",NSCLC,prescribing information capmatinib tablet oral use
3807,"A narrative review of 
MET inhibitors in non small cell lung cancer with MET exon 14 skipping 
mutations.",NSCLC,narrative review met inhibitor non small cell lung cancer met exon skip mutation
3808,Transl Lung Cancer Res 2021;10:1536 1556.,NSCLC,transl lung cancer res
3809,"Prescribing information: tepotinib tablets, for oral use.",NSCLC,prescribing information tepotinib tablet oral use
3810,"CT082  Capmatinib in 
METex14 mutated (mut) advanced non small cell lung cancer (NSCLC): 
Results from the phase II GEOMETRY mono 1 study, including efficacy in 
patients (pts) with brain metastases (BM)",NSCLC,capmatinib mutate mut advanced non small cell lung cancer nsclc result phase ii geometry mono study include efficacy patient pt brain metastasis bm
3811,"Presented at the 
ACCR Annual Meeting 2020 (virtual).",NSCLC,present accr annual meeting virtual
3812,"Tepotinib efficacy and safety in patients with MET exon 14 skipping NSCLC: Outcomes in patient 
subgroups from the VISION study with relevance for clinical practice.",NSCLC,tepotinib efficacy safety patient met exon skip nsclc outcome patient subgroup vision study relevance clinical practice
3813,"Paik PK, Felip E, Veillon R, et al. Tepotinib in Non Small Cell Lung 
Cancer with MET Exon 14 Skipping Mutations.",NSCLC,paik pk felip e veillon r et al tepotinib non small cell lung cancer met exon skipping mutations
3814,"N Engl J Med 
2020;383:931 943.",NSCLC,n engl j med
3815,"Tepotinib Treatment in 
Patients With MET Exon 14 Skipping Non",NSCLC,tepotinib treatment patients met exon skipping non
3816,"Small Cell Lung Cancer: Long
term Follow up of the VISION Phase 2 Nonrandomized Clinical Trial.",NSCLC,small cell lung cancer long term follow vision phase nonrandomized clinical trial
3817,"Cascetta P, Sforza V, Manzo A, et al. RET Inhibitors in Non Small 
Cell Lung Cancer.",NSCLC,cascetta p sforza v manzo et al ret inhibitors non small cell lung cancer
3818,"Prescribing information: selpercatinib capsules, for oral use.",NSCLC,prescribing information selpercatinib capsule oral use
3819,"Prescribing information: pralsetinib capsules, for oral use.",NSCLC,prescribing information pralsetinib capsule oral use
3820,"Drilon A, Oxnard G, Wirth L, et al. PL02.08 Registrational Results of 
LIBRETTO 001: A Phase 1/2 Trial of LOXO 292 in Patients with RET 
Fusion",NSCLC,drilon oxnard g wirth l et al registrational result libretto phase trial loxo patients ret fusion
3821,"Journal of Thoracic Oncology 2019;14:S6
S7.",NSCLC,journal thoracic oncology
3822,"First Line Selpercatinib or 
Chemotherapy and Pembrolizumab in RET Fusion",NSCLC,line selpercatinib chemotherapy pembrolizumab ret fusion
3823,"N 
Engl J Med 2023;389:1839 1850.",NSCLC,n engl j med
3824,"Griesinger F, Curigliano G, Thomas M, et al. Safety and efficacy of 
pralsetinib in RET fusion positive non small cell lung cancer including as 
firstline therapy: update from the ARROW trial.",NSCLC,griesinger f curigliano g thomas m et al safety efficacy pralsetinib ret fusion positive non small cell lung cancer include firstline therapy update arrow trial
3825,"Phase II study of 
cabozantinib for patients with advanced RET rearranged lung cancers",NSCLC,phase ii study cabozantinib patient advanced ret rearrange lung cancer
3826,"Iqbal N, Iqbal N. Human Epidermal Growth Factor Receptor 2 (HER2) in Cancers: Overexpression and Therapeutic Implications.",NSCLC,iqbal n iqbal human epidermal growth factor receptor cancer overexpression therapeutic implications
3827,"Prescribing information: fam trastuzumab deruxtecan nxki for 
injection, for intravenous use.",NSCLC,prescribing information fam trastuzumab deruxtecan nxki injection intravenous use
3828,"Targeting HER2 with 
Trastuzumab Deruxtecan: A Dose Expansion, Phase I Study in Multiple 
Advanced Solid Tumors.",NSCLC,target trastuzumab deruxtecan dose expansion phase study multiple advanced solid tumors
3829,"Trastuzumab deruxtecan 
(TDXd; DS 8201) in patients with HER2 mutated metastatic non small 
cell lung cancer (NSCLC): Interim results of DESTINY Lung01.",NSCLC,trastuzumab deruxtecan tdxd ds patient mutate metastatic non small cell lung cancer nsclc interim result destiny
3830,"Journal of 
Clinical Oncology 2020;38:9504 9504.",NSCLC,journal clinical oncology
3831,"A systematic review of the clinical effectiveness of first line chemotherapy for adult patients with 
locally advanced or metastatic non small cell lung cancer.",NSCLC,systematic review clinical effectiveness line chemotherapy adult patient locally advanced metastatic non small cell lung cancer
3832,"Treatment outcomes by tumor 
histology in Eastern Cooperative Group Study E4599 of bevacizumab with 
paclitaxel/carboplatin for advanced non small cell lung cancer.",NSCLC,treatment outcome tumor histology eastern cooperative group study bevacizumab paclitaxel carboplatin advanced non small cell lung cancer
3833,"Socinski MA, Langer CJ, Huang JE,",NSCLC,socinski ma langer cj huang je
3834,"et al. Safety of bevacizumab in 
patients with non small cell lung cancer and brain metastases.",NSCLC,et al safety bevacizumab patient non small cell lung cancer brain metastasis
3835,"Quoix E, Zalcman G, Oster JP, et al. Carboplatin and weekly 
paclitaxel doublet chemotherapy compared with monotherapy in elderly 
patients with advanced non small cell lung cancer: IFCT 0501 
randomised, phase 3 trial.",NSCLC,quoix e zalcman g oster jp et al carboplatin weekly paclitaxel doublet chemotherapy compare monotherapy elderly patient advanced non small cell lung cancer ifct randomise phase trial
3836,"Santos FN, de Castria TB, Cruz MR, Riera R. Chemotherapy for 
advanced non small cell lung cancer in the elderly population.",NSCLC,santos fn de castria tb cruz mr riera chemotherapy advanced non small cell lung cancer elderly population
3837,"Cochrane 
Database Syst Rev 2015;10:CD010463. Available at: https://www.ncbi.nlm.nih.gov/pubmed/26482542 . 
1128.",NSCLC,cochrane database syst rev available
3838,"Cisplatin and 
carboplatin based chemotherapy in the first line treatment of non small 
cell lung cancer:",NSCLC,cisplatin carboplatin base chemotherapy line treatment non small cell lung cancer
3839,Analysis from the European FRAME study.,NSCLC,analysis european frame study
3840,"Vinorelbine plus gemcitabine followed by docetaxel versus carboplatin plus paclitaxel in 
patients with advanced non small cell lung cancer: a randomised, open
label, phase III study.",NSCLC,vinorelbine plus gemcitabine follow docetaxel versus carboplatin plus paclitaxel patient advanced non small cell lung cancer randomised open label phase iii study
3841,"Randomized 
phase II trial comparing bevacizumab plus carboplatin and paclitaxel with 
carboplatin and paclitaxel alone in previously untreated locally advanced or metastatic non small cell lung cancer.",NSCLC,randomized phase ii trial compare bevacizumab plus carboplatin paclitaxel carboplatin paclitaxel previously untreated locally advanced metastatic non small cell lung cancer
3842,"Phase III trial of cisplatin 
plus gemcitabine with either placebo or bevacizumab as first line therapy 
for nonsquamous non small cell lung cancer: AVAil.",NSCLC,phase iii trial cisplatin plus gemcitabine placebo bevacizumab line therapy nonsquamous non small cell lung cancer avail
3843,"Mezger J, von Pawel J, Reck M. Bevacizumab (Bv) single agent 
maintenance following Bv based chemotherapy in patients with advanced 
nonsmall cell lung cancer (NSCLC): Results from an exploratory analysis 
of the AVAiL study",NSCLC,mezger j von pawel j reck bevacizumab bv single agent maintenance follow bv base chemotherapy patient advanced nonsmall cell lung cancer nsclc result exploratory analysis avail study
3844,"J Clin Oncol 2009;27 (Suppl 15):Abstract 
e19001.",NSCLC,j clin oncol suppl
3845,"Treatment by
histology interaction analyses in three phase III trials show superiority of 
pemetrexed in nonsquamous non small cell lung cancer.",NSCLC,treatment histology interaction analyse phase iii trial superiority pemetrexed nonsquamous non small cell lung cancer
3846,"Soon YY, Stockler MR, Askie LM, Boyer MJ.",NSCLC,soon yy stockler mr askie lm boyer mj
3847,"Duration of 
chemotherapy for advanced non small cell lung cancer: a systematic 
review and meta analysis of randomized trials.",NSCLC,duration chemotherapy advanced non small cell lung cancer systematic review meta analysis randomize trial
3848,"New guidelines to 
evaluate the response to treatment in solid tumors.",NSCLC,new guideline evaluate response treatment solid tumor
3849,"European Organization 
for Research and Treatment of Cancer, National Cancer Institute of the 
United States, National Cancer Institute of Canada.",NSCLC,european organization research treatment cancer national cancer institute united states national cancer institute canada
3850,"J Natl Cancer Inst 
2000;92:205 216.",NSCLC,j natl cancer inst
3851,"Nishino M, Hatabu H, Johnson BE, McLoud TC.",NSCLC,nishino m hatabu h johnson mcloud tc
3852,"State of the art: 
Response assessment in lung cancer in the era of genomic medicine.",NSCLC,state art response assessment lung cancer era genomic medicine
3853,"Pirker R, Pereira JR, Szczesna A, et al. Cetuximab plus 
chemotherapy in patients with advanced non small cell lung cancer 
(FLEX): an open label randomised phase III trial.",NSCLC,pirker r pereira jr szczesna et al cetuximab plus chemotherapy patient advanced non small cell lung cancer flex open label randomise phase iii trial
3854,"Meoni G, Cecere FL, Lucherini E, Di Costanzo F. Medical treatment 
of advanced non small cell lung cancer in elderly patients: a review of the 
role of chemotherapy and targeted agents.",NSCLC,meoni g cecere fl lucherini e di costanzo medical treatment advanced non small cell lung cancer elderly patient review role chemotherapy targeted agent
3855,"Second Line Therapy for Advanced 
NSCLC.",NSCLC,second line therapy advanced nsclc
3856,"Activity of single agent 
gemcitabine as second line treatment after previous chemotherapy or 
radiotherapy in advanced non small cell lung cancer.",NSCLC,activity single agent gemcitabine second line treatment previous chemotherapy radiotherapy advanced non small cell lung cancer
3857,"Gemcitabine as second 
line treatment for advanced non small cell lung cancer: A phase II trial.",NSCLC,gemcitabine second line treatment advanced non small cell lung cancer phase ii trial
3858,"Gemcitabine plus best 
supportive care (BSC) vs BSC in inoperable non small cell lung cancer a 
randomized trial with quality of life as the primary outcome.",NSCLC,gemcitabine plus good supportive care bsc vs bsc inoperable non small cell lung cancer randomize trial quality life primary outcome
